Fecha,Hora,Temperatura (°C),Humedad (%)
2025-10-17,10:22:43,20.4,44.2
2025-10-17,10:22:45,20.4,44.2
2025-10-17,10:22:47,20.4,44.2
2025-10-17,10:22:49,20.4,44.2
2025-10-17,10:22:51,20.4,44.2
2025-10-17,10:22:53,20.4,44.2
2025-10-17,10:22:55,20.4,44.2
2025-10-17,10:22:57,20.4,44.2
2025-10-17,10:22:59,20.4,44.2
2025-10-17,10:23:01,20.4,44.2
2025-10-17,10:23:04,20.4,44.2
2025-10-17,10:23:06,20.4,44.3
2025-10-17,10:23:08,20.4,44.3
2025-10-17,10:23:10,20.4,44.4
2025-10-17,10:23:12,20.4,44.4
2025-10-17,10:23:14,20.4,44.5
2025-10-17,10:23:16,20.4,44.6
2025-10-17,10:23:18,20.4,44.7
2025-10-17,10:23:20,20.4,44.6
2025-10-17,10:23:22,20.4,44.5
2025-10-17,10:23:24,20.4,44.4
2025-10-17,10:23:26,20.4,44.3
2025-10-17,10:23:28,20.4,44.3
2025-10-17,10:23:30,20.4,44.2
2025-10-17,10:23:32,20.4,44.2
2025-10-17,10:23:34,20.4,44.2
2025-10-17,10:23:36,20.4,44.1
2025-10-17,10:23:38,20.4,44.2
2025-10-17,10:23:40,20.4,44.1
2025-10-17,10:23:43,20.4,44.1
2025-10-17,10:23:45,20.4,44.1
2025-10-17,10:23:47,20.4,44.2
2025-10-17,10:23:49,20.4,44.2
2025-10-17,10:23:51,20.4,44.2
2025-10-17,10:23:53,20.4,44.2
2025-10-17,10:23:55,20.4,44.2
2025-10-17,10:23:57,20.4,44.2
2025-10-17,10:23:59,20.4,44.2
2025-10-17,10:24:01,20.4,44.2
2025-10-17,10:24:03,20.4,44.2
2025-10-17,10:24:05,20.4,44.2
2025-10-17,10:24:07,20.4,44.2
2025-10-17,10:24:09,20.4,44.2
2025-10-17,10:24:11,20.4,44.2
2025-10-17,10:24:13,20.4,44.2
2025-10-17,10:24:15,20.4,44.2
2025-10-17,10:24:17,20.4,44.2
2025-10-17,10:24:19,20.4,44.2
2025-10-17,10:24:21,20.4,44.1
2025-10-17,10:24:23,20.4,44.2
2025-10-17,10:24:25,20.4,44.1
2025-10-17,10:24:27,20.4,44.1
2025-10-17,10:24:29,20.4,44.1
2025-10-17,10:24:31,20.4,44.1
2025-10-17,10:24:33,20.4,44.0
2025-10-17,10:24:35,20.4,44.0
2025-10-17,10:24:37,20.4,44.0
2025-10-17,10:24:39,20.4,44.0
2025-10-17,10:24:41,20.4,43.9
2025-10-17,10:24:46,20.4,44.0
2025-10-17,10:24:48,20.4,43.9
2025-10-17,10:24:50,20.4,44.0
2025-10-17,10:24:52,20.4,44.0
2025-10-17,10:24:54,20.4,44.0
2025-10-17,10:24:56,20.4,44.0
2025-10-17,10:24:58,20.4,44.0
2025-10-17,10:25:00,20.4,44.0
2025-10-17,10:25:02,20.4,44.0
2025-10-17,10:25:04,20.4,44.0
2025-10-17,10:25:06,20.4,44.0
2025-10-17,10:25:08,20.4,44.0
2025-10-17,10:25:10,20.4,43.9
2025-10-17,10:25:13,20.4,44.0
2025-10-17,10:25:15,20.4,43.9
2025-10-17,10:25:17,20.4,43.9
2025-10-17,10:25:19,20.4,44.0
2025-10-17,10:25:21,20.4,44.0
2025-10-17,10:25:23,20.4,44.0
2025-10-17,10:25:25,20.4,44.0
2025-10-17,10:25:27,20.4,44.0
2025-10-17,10:25:29,20.4,44.0
2025-10-17,10:25:31,20.4,44.1
2025-10-17,10:25:33,20.4,44.0
2025-10-17,10:25:35,20.4,44.0
2025-10-17,10:25:37,20.4,44.0
2025-10-17,10:25:39,20.4,43.9
2025-10-17,10:25:41,20.4,43.9
2025-10-17,10:25:43,20.4,43.9
2025-10-17,10:25:45,20.4,43.9
2025-10-17,10:25:47,20.4,43.9
2025-10-17,10:25:49,20.4,43.9
2025-10-17,10:25:51,20.4,43.8
2025-10-17,10:25:53,20.4,43.8
2025-10-17,10:25:55,20.4,43.8
2025-10-17,10:25:57,20.4,43.8
2025-10-17,10:25:59,20.4,43.8
2025-10-17,10:26:01,20.4,43.8
2025-10-17,10:26:03,20.4,43.8
2025-10-17,10:26:05,20.4,43.9
2025-10-17,10:26:07,20.4,43.9
2025-10-17,10:26:10,20.4,43.9
2025-10-17,10:26:12,20.3,43.8
2025-10-17,10:26:14,20.3,43.9
2025-10-17,10:26:16,20.4,43.8
2025-10-17,10:26:18,20.4,43.8
2025-10-17,10:26:20,20.4,43.8
2025-10-17,10:26:22,20.3,43.8
2025-10-17,10:26:24,20.4,43.8
2025-10-17,10:26:26,20.4,43.8
2025-10-17,10:26:28,20.3,43.8
2025-10-17,10:26:30,20.3,43.9
2025-10-17,10:26:32,20.4,43.9
2025-10-17,10:26:34,20.4,43.9
2025-10-17,10:26:36,20.4,43.9
2025-10-17,10:26:38,20.4,43.9
2025-10-17,10:26:40,20.4,44.0
2025-10-17,10:26:42,20.4,44.0
2025-10-17,10:26:44,20.4,44.0
2025-10-17,10:26:46,20.4,44.0
2025-10-17,10:26:48,20.4,44.0
2025-10-17,10:26:50,20.4,44.0
2025-10-17,10:26:52,20.4,44.0
2025-10-17,10:26:54,20.3,44.1
2025-10-17,10:26:56,20.4,44.1
2025-10-17,10:26:58,20.4,44.0
2025-10-17,10:27:00,20.4,44.0
2025-10-17,10:27:02,20.4,44.0
2025-10-17,10:27:04,20.4,44.0
2025-10-17,10:27:06,20.4,44.0
2025-10-17,10:27:08,20.4,44.0
2025-10-17,10:27:10,20.4,44.0
2025-10-17,10:27:13,20.4,44.0
2025-10-17,10:27:15,20.4,44.0
2025-10-17,10:27:17,20.4,44.1
2025-10-17,10:27:19,20.4,44.0
2025-10-17,10:27:21,20.4,44.1
2025-10-17,10:27:23,20.3,44.1
2025-10-17,10:27:25,20.4,44.1
2025-10-17,10:27:27,20.3,44.1
2025-10-17,10:27:29,20.4,44.1
2025-10-17,10:27:31,20.4,44.1
2025-10-17,10:27:33,20.4,44.1
2025-10-17,10:27:35,20.4,44.1
2025-10-17,10:27:37,20.3,44.1
2025-10-17,10:27:39,20.4,44.1
2025-10-17,10:27:41,20.4,44.1
2025-10-17,10:27:43,20.4,44.1
2025-10-17,10:27:45,20.4,44.0
2025-10-17,10:27:47,20.4,44.1
2025-10-17,10:27:50,20.4,44.0
2025-10-17,10:27:52,20.3,44.1
2025-10-17,10:27:54,20.3,44.0
2025-10-17,10:27:56,20.4,44.0
2025-10-17,10:27:58,20.4,44.1
2025-10-17,10:28:00,20.3,44.0
2025-10-17,10:28:02,20.4,44.0
2025-10-17,10:28:04,20.4,43.9
2025-10-17,10:28:06,20.4,43.9
2025-10-17,10:28:08,20.4,43.9
2025-10-17,10:28:10,20.4,44.0
2025-10-17,10:28:12,20.3,44.0
2025-10-17,10:28:14,20.4,44.0
2025-10-17,10:28:16,20.3,44.0
2025-10-17,10:28:18,20.3,44.0
2025-10-17,10:28:20,20.4,44.0
2025-10-17,10:28:22,20.4,44.1
2025-10-17,10:28:24,20.4,44.1
2025-10-17,10:28:26,20.3,44.2
2025-10-17,10:28:28,20.4,44.2
2025-10-17,10:28:30,20.3,44.2
2025-10-17,10:28:32,20.4,44.2
2025-10-17,10:28:34,20.3,44.2
2025-10-17,10:28:36,20.3,44.2
2025-10-17,10:28:38,20.4,44.2
2025-10-17,10:28:40,20.4,44.2
2025-10-17,10:28:42,20.3,44.2
2025-10-17,10:28:44,20.4,44.2
2025-10-17,10:28:46,20.4,44.2
2025-10-17,10:28:48,20.4,44.2
2025-10-17,10:28:50,20.4,44.2
2025-10-17,10:28:53,20.3,44.3
2025-10-17,10:28:55,20.3,44.3
2025-10-17,10:28:57,20.3,44.3
2025-10-17,10:28:59,20.4,44.2
2025-10-17,10:29:01,20.3,44.3
2025-10-17,10:29:03,20.4,44.2
2025-10-17,10:29:05,20.3,44.3
2025-10-17,10:29:07,20.4,44.3
2025-10-17,10:29:09,20.4,44.3
2025-10-17,10:29:11,20.4,44.4
2025-10-17,10:29:13,20.4,44.3
2025-10-17,10:29:15,20.3,44.3
2025-10-17,10:29:17,20.4,44.3
2025-10-17,10:29:19,20.4,44.3
2025-10-17,10:29:21,20.4,44.3
2025-10-17,10:29:23,20.3,44.3
2025-10-17,10:29:25,20.3,44.3
2025-10-17,10:29:27,20.3,44.3
2025-10-17,10:29:29,20.3,44.3
2025-10-17,10:29:31,20.3,44.3
2025-10-17,10:29:33,20.3,44.3
2025-10-17,10:29:35,20.4,44.3
2025-10-17,10:29:37,20.4,44.2
2025-10-17,10:29:39,20.4,44.2
2025-10-17,10:29:41,20.4,44.2
2025-10-17,10:29:43,20.3,44.2
2025-10-17,10:29:45,20.3,44.2
2025-10-17,10:29:47,20.3,44.2
2025-10-17,10:29:49,20.3,44.3
2025-10-17,10:29:51,20.3,44.3
2025-10-17,10:29:53,20.3,44.3
2025-10-17,10:29:56,20.3,44.3
2025-10-17,10:29:58,20.3,44.2
2025-10-17,10:30:00,20.3,44.3
2025-10-17,10:30:02,20.3,44.3
2025-10-17,10:30:04,20.3,44.3
2025-10-17,10:30:06,20.4,44.3
2025-10-17,10:30:08,20.3,44.3
2025-10-17,10:30:10,20.3,44.3
2025-10-17,10:30:12,20.4,44.3
2025-10-17,10:30:14,20.4,44.4
2025-10-17,10:30:16,20.3,44.4
2025-10-17,10:30:18,20.3,44.4
2025-10-17,10:30:20,20.4,44.4
2025-10-17,10:30:22,20.4,44.4
2025-10-17,10:30:24,20.4,44.4
2025-10-17,10:30:26,20.4,44.4
2025-10-17,10:30:28,20.4,44.4
2025-10-17,10:30:30,20.4,44.4
2025-10-17,10:30:32,20.4,44.4
2025-10-17,10:30:34,20.4,44.5
2025-10-17,10:30:36,20.4,44.5
2025-10-17,10:30:38,20.4,44.5
2025-10-17,10:30:40,20.4,44.4
2025-10-17,10:30:43,20.4,44.4
2025-10-17,10:30:45,20.4,44.3
2025-10-17,10:30:47,20.4,44.3
2025-10-17,10:30:49,20.4,44.3
2025-10-17,10:30:51,20.4,44.2
2025-10-17,10:30:53,20.4,44.2
2025-10-17,10:30:55,20.4,44.2
2025-10-17,10:30:57,20.4,44.2
2025-10-17,10:30:59,20.4,44.2
2025-10-17,10:31:01,20.4,44.1
2025-10-17,10:31:03,20.4,44.1
2025-10-17,10:31:05,20.4,44.1
2025-10-17,10:31:07,20.4,44.1
2025-10-17,10:31:09,20.4,44.1
2025-10-17,10:31:11,20.4,44.1
2025-10-17,10:31:13,20.4,44.1
2025-10-17,10:31:15,20.4,44.1
2025-10-17,10:31:17,20.4,44.1
2025-10-17,10:31:19,20.4,44.2
2025-10-17,10:31:21,20.4,44.1
2025-10-17,10:31:23,20.4,44.1
2025-10-17,10:31:25,20.4,44.1
2025-10-17,10:31:27,20.4,44.1
2025-10-17,10:31:29,20.4,44.1
2025-10-17,10:31:31,20.4,44.1
2025-10-17,10:31:33,20.4,44.1
2025-10-17,10:31:35,20.4,44.1
2025-10-17,10:31:37,20.4,44.1
2025-10-17,10:31:39,20.4,44.1
2025-10-17,10:31:41,20.4,44.1
2025-10-17,10:31:44,20.4,44.1
2025-10-17,10:31:46,20.4,44.1
2025-10-17,10:31:48,20.4,44.2
2025-10-17,10:31:50,20.4,44.2
2025-10-17,10:31:52,20.4,44.2
2025-10-17,10:31:54,20.4,44.2
2025-10-17,10:31:56,20.4,44.1
2025-10-17,10:31:58,20.4,44.1
2025-10-17,10:32:00,20.4,44.1
2025-10-17,10:32:02,20.4,44.0
2025-10-17,10:32:04,20.4,44.0
2025-10-17,10:32:06,20.4,44.0
2025-10-17,10:32:08,20.4,44.0
2025-10-17,10:32:10,20.4,44.0
2025-10-17,10:32:12,20.4,44.0
2025-10-17,10:32:14,20.4,44.0
2025-10-17,10:32:16,20.4,44.1
2025-10-17,10:32:18,20.4,44.1
2025-10-17,10:32:20,20.4,44.2
2025-10-17,10:32:22,20.4,44.3
2025-10-17,10:32:24,20.4,44.4
2025-10-17,10:32:26,20.4,44.5
2025-10-17,10:32:28,20.4,44.4
2025-10-17,10:32:30,20.4,44.5
2025-10-17,10:32:32,20.4,44.5
2025-10-17,10:32:34,20.4,44.5
2025-10-17,10:32:36,20.4,44.5
2025-10-17,10:32:38,20.4,44.5
2025-10-17,10:32:40,20.4,44.5
2025-10-17,10:32:42,20.4,44.5
2025-10-17,10:32:44,20.4,44.5
2025-10-17,10:32:46,20.4,44.4
2025-10-17,10:32:48,20.4,44.5
2025-10-17,10:32:51,20.4,44.4
2025-10-17,10:32:53,20.4,44.5
2025-10-17,10:32:55,20.4,44.5
2025-10-17,10:32:57,20.4,44.4
2025-10-17,10:32:59,20.4,44.4
2025-10-17,10:33:01,20.4,44.4
2025-10-17,10:33:03,20.4,44.3
2025-10-17,10:33:05,20.4,44.3
2025-10-17,10:33:07,20.4,44.3
2025-10-17,10:33:09,20.4,44.3
2025-10-17,10:33:11,20.4,44.3
2025-10-17,10:33:13,20.4,44.3
2025-10-17,10:33:15,20.4,44.3
2025-10-17,10:33:17,20.4,44.4
2025-10-17,10:33:19,20.4,44.4
2025-10-17,10:33:21,20.4,44.3
2025-10-17,10:33:23,20.4,44.3
2025-10-17,10:33:25,20.4,44.3
2025-10-17,10:33:27,20.4,44.3
2025-10-17,10:33:29,20.4,44.3
2025-10-17,10:33:31,20.4,44.2
2025-10-17,10:33:33,20.4,44.2
2025-10-17,10:33:35,20.4,44.2
2025-10-17,10:33:37,20.4,44.2
2025-10-17,10:33:39,20.4,44.2
2025-10-17,10:33:41,20.4,44.2
2025-10-17,10:33:43,20.4,44.1
2025-10-17,10:33:45,20.4,44.2
2025-10-17,10:33:47,20.4,44.2
2025-10-17,10:33:49,20.4,44.2
2025-10-17,10:33:51,20.4,44.3
2025-10-17,10:33:54,20.4,44.2
2025-10-17,10:33:56,20.4,44.2
2025-10-17,10:33:58,20.4,44.2
2025-10-17,10:34:00,20.4,44.2
2025-10-17,10:34:02,20.4,44.2
2025-10-17,10:34:04,20.4,44.1
2025-10-17,10:34:06,20.4,44.1
2025-10-17,10:34:08,20.4,44.2
2025-10-17,10:34:10,20.4,44.2
2025-10-17,10:34:12,20.4,44.2
2025-10-17,10:34:14,20.4,44.1
2025-10-17,10:34:16,20.4,44.1
2025-10-17,10:34:18,20.4,44.1
2025-10-17,10:34:20,20.4,44.1
2025-10-17,10:34:22,20.4,44.1
2025-10-17,10:34:24,20.4,44.0
2025-10-17,10:34:26,20.4,44.0
2025-10-17,10:34:28,20.4,44.1
2025-10-17,10:34:30,20.4,44.0
2025-10-17,10:34:32,20.4,44.0
2025-10-17,10:34:34,20.4,44.0
2025-10-17,10:34:36,20.4,44.0
2025-10-17,10:34:38,20.4,44.0
2025-10-17,10:34:40,20.4,44.1
2025-10-17,10:34:42,20.4,44.1
2025-10-17,10:34:44,20.4,44.1
2025-10-17,10:34:46,20.4,44.2
2025-10-17,10:34:48,20.4,44.2
2025-10-17,10:34:50,20.4,44.2
2025-10-17,10:34:52,20.4,44.2
2025-10-17,10:34:54,20.4,44.2
2025-10-17,10:34:56,20.4,44.2
2025-10-17,10:34:59,20.4,44.3
2025-10-17,10:35:01,20.4,44.3
2025-10-17,10:35:03,20.4,44.2
2025-10-17,10:35:05,20.4,44.2
2025-10-17,10:35:07,20.4,44.3
2025-10-17,10:35:09,20.4,44.3
2025-10-17,10:35:11,20.4,44.3
2025-10-17,10:35:13,20.4,44.3
2025-10-17,10:35:15,20.4,44.4
2025-10-17,10:35:17,20.4,44.4
2025-10-17,10:35:19,20.4,44.3
2025-10-17,10:35:21,20.4,44.3
2025-10-17,10:35:23,20.4,44.3
2025-10-17,10:35:25,20.4,44.2
2025-10-17,10:35:27,20.4,44.2
2025-10-17,10:35:29,20.4,44.1
2025-10-17,10:35:31,20.4,44.1
2025-10-17,10:35:33,20.4,44.2
2025-10-17,10:35:35,20.4,44.2
2025-10-17,10:35:37,20.4,44.3
2025-10-17,10:35:39,20.4,44.3
2025-10-17,10:35:41,20.4,44.3
2025-10-17,10:35:43,20.4,44.2
2025-10-17,10:35:45,20.4,44.2
2025-10-17,10:35:47,20.4,44.2
2025-10-17,10:35:49,20.4,44.2
2025-10-17,10:35:51,20.4,44.2
2025-10-17,10:35:53,20.4,44.2
2025-10-17,10:35:55,20.4,44.2
2025-10-17,10:35:57,20.4,44.2
2025-10-17,10:35:59,20.4,44.2
2025-10-17,10:36:01,20.4,44.3
2025-10-17,10:36:03,20.4,44.4
2025-10-17,10:36:05,20.4,44.4
2025-10-17,10:36:08,20.4,44.4
2025-10-17,10:36:10,20.4,44.4
2025-10-17,10:36:12,20.4,44.4
2025-10-17,10:36:14,20.4,44.4
2025-10-17,10:36:16,20.4,44.4
2025-10-17,10:36:18,20.4,44.5
2025-10-17,10:36:20,20.4,44.4
2025-10-17,10:36:22,20.4,44.5
2025-10-17,10:36:24,20.4,44.4
2025-10-17,10:36:26,20.4,44.4
2025-10-17,10:36:28,20.4,44.4
2025-10-17,10:36:30,20.4,44.4
2025-10-17,10:36:32,20.4,44.4
2025-10-17,10:36:34,20.4,44.4
2025-10-17,10:36:36,20.4,44.4
2025-10-17,10:36:38,20.4,44.3
2025-10-17,10:36:40,20.4,44.3
2025-10-17,10:36:42,20.4,44.4
2025-10-17,10:36:44,20.4,44.3
2025-10-17,10:36:46,20.4,44.4
2025-10-17,10:36:48,20.4,44.4
2025-10-17,10:36:50,20.4,44.3
2025-10-17,10:36:52,20.4,44.4
2025-10-17,10:36:54,20.4,44.4
2025-10-17,10:36:56,20.4,44.4
2025-10-17,10:36:58,20.4,44.4
2025-10-17,10:37:00,20.4,44.4
2025-10-17,10:37:02,20.4,44.4
2025-10-17,10:37:04,20.4,44.4
2025-10-17,10:37:06,20.5,44.4
2025-10-17,10:37:09,20.4,44.5
2025-10-17,10:37:11,20.4,44.4
2025-10-17,10:37:13,20.4,44.4
2025-10-17,10:37:15,20.5,44.4
2025-10-17,10:37:17,20.4,44.4
2025-10-17,10:37:19,20.4,44.4
2025-10-17,10:37:21,20.4,44.4
2025-10-17,10:37:23,20.5,44.5
2025-10-17,10:37:25,20.4,44.4
2025-10-17,10:37:27,20.4,44.5
2025-10-17,10:37:29,20.4,44.5
2025-10-17,10:37:31,20.4,44.5
2025-10-17,10:37:33,20.4,44.5
2025-10-17,10:37:35,20.4,44.5
2025-10-17,10:37:37,20.4,44.5
2025-10-17,10:37:39,20.4,44.5
2025-10-17,10:37:41,20.4,44.5
2025-10-17,10:37:43,20.4,44.5
2025-10-17,10:37:45,20.4,44.5
2025-10-17,10:37:47,20.4,44.5
2025-10-17,10:37:49,20.5,44.5
2025-10-17,10:37:51,20.4,44.5
2025-10-17,10:37:53,20.5,44.4
2025-10-17,10:37:55,20.5,44.5
2025-10-17,10:37:57,20.4,44.4
2025-10-17,10:37:59,20.5,44.4
2025-10-17,10:38:02,20.5,44.4
2025-10-17,10:38:04,20.5,44.3
2025-10-17,10:38:06,20.5,44.3
2025-10-17,10:38:08,20.5,44.3
2025-10-17,10:38:10,20.5,44.3
2025-10-17,10:38:12,20.5,44.3
2025-10-17,10:38:14,20.5,44.3
2025-10-17,10:38:16,20.5,44.3
2025-10-17,10:38:18,20.5,44.3
2025-10-17,10:38:20,20.5,44.4
2025-10-17,10:38:22,20.5,44.4
2025-10-17,10:38:24,20.5,44.4
2025-10-17,10:38:26,20.5,44.5
2025-10-17,10:38:28,20.5,44.5
2025-10-17,10:38:30,20.5,44.5
2025-10-17,10:38:32,20.5,44.5
2025-10-17,10:38:34,20.5,44.4
2025-10-17,10:38:36,20.5,44.4
2025-10-17,10:38:38,20.5,44.4
2025-10-17,10:38:40,20.5,44.4
2025-10-17,10:38:42,20.5,44.3
2025-10-17,10:38:44,20.5,44.3
2025-10-17,10:38:46,20.5,44.2
2025-10-17,10:38:48,20.5,44.3
2025-10-17,10:38:50,20.5,44.2
2025-10-17,10:38:52,20.5,44.2
2025-10-17,10:38:54,20.5,44.1
2025-10-17,10:38:56,20.5,44.1
2025-10-17,10:38:58,20.5,44.1
2025-10-17,10:39:00,20.5,44.1
2025-10-17,10:39:02,20.5,44.0
2025-10-17,10:39:04,20.5,44.1
2025-10-17,10:39:07,20.5,44.1
2025-10-17,10:39:09,20.5,44.1
2025-10-17,10:39:11,20.5,44.1
2025-10-17,10:39:13,20.5,44.1
2025-10-17,10:39:15,20.5,44.1
2025-10-17,10:39:17,20.5,44.0
2025-10-17,10:39:19,20.5,44.0
2025-10-17,10:39:21,20.5,44.0
2025-10-17,10:39:23,20.5,44.0
2025-10-17,10:39:25,20.5,44.0
2025-10-17,10:39:27,20.5,44.0
2025-10-17,10:39:29,20.5,44.0
2025-10-17,10:39:31,20.5,44.0
2025-10-17,10:39:33,20.5,44.0
2025-10-17,10:39:35,20.5,43.9
2025-10-17,10:39:37,20.5,43.9
2025-10-17,10:39:39,20.5,43.9
2025-10-17,10:39:41,20.5,43.9
2025-10-17,10:39:43,20.5,43.9
2025-10-17,10:39:45,20.5,43.9
2025-10-17,10:39:47,20.5,43.9
2025-10-17,10:39:49,20.5,44.0
2025-10-17,10:39:51,20.5,43.9
2025-10-17,10:39:53,20.5,43.9
2025-10-17,10:39:55,20.5,43.9
2025-10-17,10:39:57,20.5,44.0
2025-10-17,10:39:59,20.5,43.9
2025-10-17,10:40:01,20.5,44.0
2025-10-17,10:40:03,20.5,43.9
2025-10-17,10:40:05,20.5,43.9
2025-10-17,10:40:07,20.5,44.0
2025-10-17,10:40:09,20.5,43.9
2025-10-17,10:40:12,20.5,43.9
2025-10-17,10:40:14,20.5,43.9
2025-10-17,10:40:16,20.5,44.0
2025-10-17,10:40:18,20.5,43.9
2025-10-17,10:40:20,20.5,44.0
2025-10-17,10:40:22,20.5,44.0
2025-10-17,10:40:24,20.5,44.0
2025-10-17,10:40:26,20.5,44.1
2025-10-17,10:40:28,20.5,44.1
2025-10-17,10:40:30,20.5,44.1
2025-10-17,10:40:32,20.5,44.0
2025-10-17,10:40:34,20.5,44.0
2025-10-17,10:40:36,20.5,43.9
2025-10-17,10:40:38,20.5,44.0
2025-10-17,10:40:40,20.5,43.9
2025-10-17,10:40:42,20.5,43.9
2025-10-17,10:40:44,20.5,43.9
2025-10-17,10:40:46,20.5,43.9
2025-10-17,10:40:48,20.5,43.9
2025-10-17,10:40:50,20.5,43.9
2025-10-17,10:40:52,20.5,44.0
2025-10-17,10:40:54,20.5,43.9
2025-10-17,10:40:56,20.5,43.9
2025-10-17,10:40:58,20.5,43.9
2025-10-17,10:41:00,20.5,43.8
2025-10-17,10:41:02,20.5,43.9
2025-10-17,10:41:04,20.5,43.8
2025-10-17,10:41:06,20.5,43.8
2025-10-17,10:41:08,20.5,43.8
2025-10-17,10:41:10,20.5,43.8
2025-10-17,10:41:13,20.5,43.8
2025-10-17,10:41:15,20.5,43.8
2025-10-17,10:41:17,20.5,43.9
2025-10-17,10:41:19,20.5,43.9
2025-10-17,10:41:21,20.5,43.9
2025-10-17,10:41:23,20.5,43.9
2025-10-17,10:41:25,20.5,43.9
2025-10-17,10:41:27,20.5,43.9
2025-10-17,10:41:29,20.5,44.0
2025-10-17,10:41:31,20.5,44.0
2025-10-17,10:41:33,20.5,43.9
2025-10-17,10:41:35,20.5,43.9
2025-10-17,10:41:37,20.5,43.9
2025-10-17,10:41:39,20.5,43.9
2025-10-17,10:41:41,20.5,43.9
2025-10-17,10:41:43,20.5,43.9
2025-10-17,10:41:45,20.5,43.9
2025-10-17,10:41:47,20.5,44.0
2025-10-17,10:41:49,20.5,44.0
2025-10-17,10:41:51,20.5,44.0
2025-10-17,10:41:53,20.5,44.0
2025-10-17,10:41:55,20.5,44.0
2025-10-17,10:41:57,20.5,44.0
2025-10-17,10:41:59,20.5,43.9
2025-10-17,10:42:01,20.5,44.0
2025-10-17,10:42:03,20.5,44.0
2025-10-17,10:42:05,20.5,44.0
2025-10-17,10:42:07,20.5,43.9
2025-10-17,10:42:09,20.5,44.0
2025-10-17,10:42:11,20.5,43.9
2025-10-17,10:42:14,20.5,43.9
2025-10-17,10:42:16,20.5,43.9
2025-10-17,10:42:18,20.5,43.9
2025-10-17,10:42:20,20.5,43.9
2025-10-17,10:42:22,20.5,43.9
2025-10-17,10:42:24,20.5,43.9
2025-10-17,10:42:26,20.5,43.9
2025-10-17,10:42:28,20.5,43.9
2025-10-17,10:42:30,20.5,43.8
2025-10-17,10:42:32,20.5,43.8
2025-10-17,10:42:34,20.5,43.9
2025-10-17,10:42:36,20.5,43.9
2025-10-17,10:42:38,20.5,43.9
2025-10-17,10:42:40,20.5,43.9
2025-10-17,10:42:42,20.5,43.9
2025-10-17,10:42:44,20.5,44.0
2025-10-17,10:42:46,20.5,44.0
2025-10-17,10:42:48,20.5,43.9
2025-10-17,10:42:50,20.5,44.0
2025-10-17,10:42:52,20.5,43.9
2025-10-17,10:42:54,20.5,43.9
2025-10-17,10:42:56,20.5,43.9
2025-10-17,10:42:58,20.5,43.9
2025-10-17,10:43:00,20.5,43.8
2025-10-17,10:43:02,20.5,43.9
2025-10-17,10:43:04,20.5,43.9
2025-10-17,10:43:06,20.5,43.9
2025-10-17,10:43:08,20.5,44.0
2025-10-17,10:43:10,20.5,43.9
2025-10-17,10:43:12,20.5,44.0
2025-10-17,10:43:14,20.5,44.0
2025-10-17,10:43:16,20.5,44.0
2025-10-17,10:43:18,20.5,44.0
2025-10-17,10:43:20,20.5,44.0
2025-10-17,10:43:23,20.5,44.0
2025-10-17,10:43:25,20.5,44.0
2025-10-17,10:43:27,20.5,44.0
2025-10-17,10:43:29,20.5,44.0
2025-10-17,10:43:31,20.5,44.0
2025-10-17,10:43:33,20.5,44.0
2025-10-17,10:43:35,20.5,44.0
2025-10-17,10:43:37,20.5,44.0
2025-10-17,10:43:39,20.5,44.0
2025-10-17,10:43:41,20.5,44.1
2025-10-17,10:43:43,20.5,44.1
2025-10-17,10:43:45,20.5,44.1
2025-10-17,10:43:47,20.5,44.1
2025-10-17,10:43:49,20.5,44.1
2025-10-17,10:43:51,20.5,44.1
2025-10-17,10:43:53,20.5,44.1
2025-10-17,10:43:55,20.5,44.1
2025-10-17,10:43:57,20.5,44.1
2025-10-17,10:43:59,20.5,44.1
2025-10-17,10:44:01,20.5,44.1
2025-10-17,10:44:03,20.5,44.1
2025-10-17,10:44:05,20.5,44.0
2025-10-17,10:44:07,20.5,44.1
2025-10-17,10:44:09,20.5,44.0
2025-10-17,10:44:11,20.5,44.1
2025-10-17,10:44:13,20.5,44.0
2025-10-17,10:44:15,20.5,44.0
2025-10-17,10:44:17,20.5,44.0
2025-10-17,10:44:19,20.5,44.0
2025-10-17,10:44:21,20.5,44.0
2025-10-17,10:44:23,20.5,44.0
2025-10-17,10:44:25,20.5,44.0
2025-10-17,10:44:27,20.5,44.0
2025-10-17,10:44:29,20.5,44.0
2025-10-17,10:44:32,20.5,44.0
2025-10-17,10:44:34,20.5,44.0
2025-10-17,10:44:36,20.5,44.0
2025-10-17,10:44:38,20.5,44.0
2025-10-17,10:44:40,20.5,44.0
2025-10-17,10:44:42,20.5,44.0
2025-10-17,10:44:44,20.5,44.0
2025-10-17,10:44:46,20.5,44.0
2025-10-17,10:44:48,20.5,44.0
2025-10-17,10:44:50,20.5,43.9
2025-10-17,10:44:52,20.5,43.9
2025-10-17,10:44:54,20.5,43.9
2025-10-17,10:44:56,20.5,43.9
2025-10-17,10:44:58,20.5,44.0
2025-10-17,10:45:00,20.5,44.0
2025-10-17,10:45:02,20.5,44.0
2025-10-17,10:45:04,20.5,44.0
2025-10-17,10:45:06,20.5,44.0
2025-10-17,10:45:08,20.5,44.0
2025-10-17,10:45:10,20.5,44.0
2025-10-17,10:45:12,20.5,43.9
2025-10-17,10:45:14,20.5,43.9
2025-10-17,10:45:16,20.5,43.9
